wavelength,counts
1212.2374,3088
1212.5212,3118
1212.8051,3078
1213.0889,3100
1213.3726,3090
1213.6564,3097
1213.9402,3086
1214.2239,3122
1214.5077,3112
1214.7914,3092
1215.0752,3097
1215.3589,3094
1215.6427,3108
1215.9264,3086
1216.2102,3073
1216.4939,3080
1216.7776,3084
1217.0614,3096
1217.3451,3084
1217.6288,3104
1217.9125,3109
1218.1962,3103
1218.4799,3078
1218.7635,3098
1219.0472,3082
1219.3309,3095
1219.6146,3109
1219.8983,3100
1220.182,3104
1220.4657,3104
1220.7494,3081
1221.0331,3085
1221.3167,3070
1221.6003,3098
1221.884,3077
1222.1676,3092
1222.4513,3068
1222.7349,3090
1223.0186,3100
1223.3021,3081
1223.5858,3084
1223.8694,3090
1224.1531,3082
1224.4366,3092
1224.7202,3085
1225.0038,3103
1225.2875,3059
1225.571,3084
1225.8546,3077
1226.1382,3070
1226.4218,3095
1226.7053,3061
1226.9889,3086
1227.2725,3105
1227.556,3085
1227.8396,3104
1228.1232,3069
1228.4067,3092
1228.6902,3097
1228.9738,3105
1229.2573,3109
1229.5409,3077
1229.8243,3084
1230.1079,3106
1230.3914,3082
1230.6749,3093
1230.9584,3077
1231.2419,3083
1231.5254,3082
1231.809,3085
1232.0924,3093
1232.3759,3081
1232.6594,3080
1232.9429,3084
1233.2263,3092
1233.5098,3109
1233.7932,3087
1234.0768,3080
1234.3602,3101
1234.6437,3097
1234.9271,3094
1235.2106,3054
1235.4939,3105
1235.7773,3060
1236.0608,3073
1236.3442,3070
1236.6277,3087
1236.911,3074
1237.1945,3110
1237.4779,3089
1237.7612,3079
1238.0447,3099
1238.328,3076
1238.6115,3074
1238.8948,3079
1239.1782,3068
1239.4615,3082
1239.745,3101
1240.0283,3091
1240.3116,3103
1240.595,3093
1240.8784,3085
1241.1617,3090
1241.4451,3107
1241.7284,3089
1242.0117,3108
1242.295,3088
1242.5784,3091
1242.8617,3068
1243.145,3097
1243.4283,3087
1243.7117,3078
1243.9949,3099
1244.2782,3091
1244.5615,3058
1244.8448,3058
1245.1281,3086
1245.4114,3097
1245.6946,3077
1245.9779,3085
1246.2612,3092
1246.5444,3088
1246.8276,3095
1247.111,3078
1247.3942,3051
1247.6774,3086
1247.9607,3078
1248.2439,3100
1248.5271,3060
1248.8103,3089
1249.0935,3084
1249.3768,3079
1249.66,3077
1249.9432,3091
1250.2264,3093
1250.5096,3092
1250.7927,3074
1251.0759,3068
1251.3591,3075
1251.6423,3071
1251.9255,3077
1252.2086,3093
1252.4918,3088
1252.775,3084
1253.0581,3101
1253.3413,3067
1253.6244,3082
1253.9076,3068
1254.1907,3087
1254.4739,3079
1254.757,3094
1255.04,3075
1255.3232,3062
1255.6063,3088
1255.8894,3093
1256.1725,3067
1256.4556,3077
1256.7388,3078
1257.0219,3100
1257.3049,3094
1257.588,3077
1257.8711,3092
1258.1542,3080
1258.4371,3054
1258.7202,3072
1259.0033,3060
1259.2864,3092
1259.5695,3092
1259.8524,3056
1260.1355,3076
1260.4186,3093
1260.7015,3076
1260.9846,3105
1261.2676,3083
1261.5507,3066
1261.8336,3086
1262.1166,3082
1262.3997,3054
1262.6826,3089
1262.9656,3075
1263.2487,3100
1263.5316,3073
1263.8146,3089
1264.0975,3054
1264.3805,3066
1264.6635,3077
1264.9464,3054
1265.2294,3053
1265.5123,3087
1265.7953,3076
1266.0782,3047
1266.3612,3088
1266.644,3072
1266.927,3080
1267.21,3090
1267.4928,3067
1267.7758,3089
1268.0587,3093
1268.3416,3082
1268.6245,3102
1268.9073,3072
1269.1903,3087
1269.4731,3076
1269.756,3073
1270.0389,3092
1270.3218,3066
1270.6046,3066
1270.8875,3082
1271.1703,3068
1271.4532,3081
1271.7361,3076
1272.0189,3090
1272.3018,3055
1272.5846,3084
1272.8674,3049
1273.1501,3079
1273.433,3067
1273.7158,3091
1273.9987,3079
1274.2815,3072
1274.5642,3077
1274.847,3099
1275.1299,3065
1275.4126,3074
1275.6954,3071
1275.9781,3068
1276.261,3084
1276.5437,3086
1276.8264,3097
1277.1093,3051
1277.392,3078
1277.6747,3081
1277.9575,3084
1278.2402,3070
1278.5229,3078
1278.8057,3094
1279.0884,3088
1279.3711,3074
1279.6538,3073
1279.9365,3054
1280.2192,3073
1280.502,3099
1280.7847,3067
1281.0673,3060
1281.35,3072
1281.6327,3086
1281.9154,3063
1282.198,3071
1282.4807,3071
1282.7633,3061
1283.046,3076
1283.3286,3076
1283.6113,3080
1283.8939,3060
1284.1765,3063
1284.4592,3078
1284.7418,3068
1285.0244,3077
1285.3071,3075
1285.5897,3081
1285.8723,3073
1286.1549,3075
1286.4375,3070
1286.7201,3085
1287.0027,3063
1287.2853,3065
1287.5679,3071
1287.8505,3080
1288.1329,3080
1288.4155,3071
1288.6981,3079
1288.9807,3090
1289.2632,3078
1289.5458,3073
1289.8282,3085
1290.1108,3100
1290.3933,3079
1290.6759,3069
1290.9584,3083
1291.241,3070
1291.5234,3086
1291.8059,3088
1292.0885,3078
1292.371,3085
1292.6534,3060
1292.9359,3076
1293.2184,3074
1293.5009,3067
1293.7833,3081
1294.0658,3065
1294.3483,3073
1294.6307,3086
1294.9132,3065
1295.1957,3072
1295.478,3083
1295.7605,3081
1296.043,3056
1296.3254,3050
1296.6078,3074
1296.8903,3058
1297.1726,3064
1297.4551,3067
1297.7374,3052
1298.0199,3071
1298.3022,3047
1298.5846,3043
1298.8671,3066
1299.1494,3066
1299.4318,3062
1299.7141,3061
1299.9965,3052
1300.2789,3089
1300.5613,3081
1300.8436,3089
1301.126,3084
1301.4083,3058
1301.6906,3079
1301.9729,3081
1302.2552,3060
1302.5376,3075
1302.8199,3079
1303.1022,3059
1303.3845,3065
1303.6669,3052
1303.9491,3061
1304.2314,3055
1304.5137,3071
1304.796,3064
1305.0782,3061
1305.3605,3079
1305.6428,3099
1305.925,3069
1306.2073,3076
1306.4895,3051
1306.7719,3065
1307.0541,3074
1307.3363,3060
1307.6185,3070
1307.9008,3067
1308.183,3086
1308.4652,3072
1308.7474,3071
1309.0295,3072
1309.3118,3099
1309.594,3100
1309.8762,3061
1310.1583,3077
1310.4406,3071
1310.7228,3057
1311.0049,3052
1311.2871,3064
1311.5692,3054
1311.8514,3076
1312.1335,3069
1312.4156,3055
1312.6979,3070
1312.98,3054
1313.2621,3069
1313.5442,3084
1313.8263,3089
1314.1085,3097
1314.3906,3062
1314.6727,3068
1314.9548,3054
1315.2369,3056
1315.519,3092
1315.801,3065
1316.0831,3064
1316.3652,3074
1316.6473,3064
1316.9293,3074
1317.2114,3059
1317.4935,3051
1317.7755,3094
1318.0576,3052
1318.3396,3073
1318.6217,3064
1318.9037,3089
1319.1857,3061
1319.4678,3088
1319.7498,3044
1320.0317,3080
1320.3138,3063
1320.5958,3093
1320.8778,3077
1321.1598,3056
1321.4418,3051
